Province,Cases,Deaths,Recoveries,Active Cases,Tests,Date
Kandahar Province,225,4,6,,,2020/4/25
Kapisa Province,13,0,2,,,2020/4/25
Kunar Province,19,1,0,,,2020/4/25
Kunduz Province,24,0,1,,,2020/4/25
Laghman Province,19,0,0,,,2020/4/25
Logar Province,19,1,2,,,2020/4/25
Nangarhar Province,28,2,0,,,2020/4/25
Nimruz Province,53,0,5,,,2020/4/25
Paktia Province,35,1,0,,,2020/4/25
Paktika Province,2,1,0,,,2020/4/25
Panjshir Province,7,0,0,,,2020/4/25
Parwan Province,5,0,0,,,2020/4/25
Samangan Province,13,0,6,,,2020/4/25
Sar-e Pol Province,1,0,0,,,2020/4/25
Takhar Province,21,2,0,,,2020/4/25
Urozgan Province,3,0,0,,,2020/4/25
Wardak Province,6,0,0,,,2020/4/25
Zabul Province,10,0,2,,,2020/4/25
Badakhshan Province,1,0,1,,,2020/4/24
Badghis Province,3,0,0,,,2020/4/24
Baghlan Province,12,2,2,,,2020/4/24
Balkh Province,55,6,3,,,2020/4/24
Bamyan Province,8,0,2,,,2020/4/24
Daykundi Province,8,1,1,,,2020/4/24
Farah Province,8,0,6,,,2020/4/24
Faryab Province,5,0,1,,,2020/4/24
Ghazni Province,17,1,3,,,2020/4/24
Ghor Province,4,0,1,,,2020/4/24
Helmand Province,21,0,0,,,2020/4/24
Herat Province,363,7,95,,,2020/4/24
Jowzjan Province,11,1,0,,,2020/4/24
Kabul Province,447,14,45,,,2020/4/24
Kandahar Province,205,3,2,,,2020/4/24
Kapisa Province,10,0,2,,,2020/4/24
Kunar Province,19,0,0,,,2020/4/24
Kunduz Province,24,0,1,,,2020/4/24
Laghman Province,19,0,0,,,2020/4/24
Logar Province,16,1,2,,,2020/4/24
Nangarhar Province,27,2,0,,,2020/4/24
Nimruz Province,45,0,5,,,2020/4/24
Paktia Province,19,0,0,,,2020/4/24
Paktika Province,2,0,0,,,2020/4/24
Panjshir Province,7,0,0,,,2020/4/24
Parwan Province,3,0,0,,,2020/4/24
Samangan Province,8,0,6,,,2020/4/24
Sar-e Pol Province,1,0,0,,,2020/4/24
Takhar Province,8,2,0,,,2020/4/24
Urozgan Province,1,0,0,,,2020/4/24
Wardak Province,6,0,0,,,2020/4/24
Zabul Province,7,0,2,,,2020/4/24
Badakhshan Province,1,0,0,,,2020/4/23
Badghis Province,2,0,0,,,2020/4/23
Baghlan Province,10,0,0,,,2020/4/23
Balkh Province,47,6,2,,,2020/4/23
Bamyan Province,7,0,0,,,2020/4/23
Daykundi Province,7,1,0,,,2020/4/23
Farah Province,7,0,0,,,2020/4/23
Faryab Province,5,0,0,,,2020/4/23
Ghazni Province,14,0,0,,,2020/4/23
Ghor Province,4,0,1,,,2020/4/23
Helmand Province,17,0,0,,,2020/4/23
Herat Province,350,4,48,,,2020/4/23
Jowzjan Province,11,1,0,,,2020/4/23
Kabul Province,416,9,11,,,2020/4/23
Kandahar Province,130,1,1,,,2020/4/23
Kapisa Province,10,0,0,,,2020/4/23
Kunar Province,19,0,0,,,2020/4/23
Kunduz Province,24,0,0,,,2020/4/23
Laghman Province,19,0,0,,,2020/4/23
Logar Province,15,0,0,,,2020/4/23
Nangarhar Province,27,2,0,,,2020/4/23
Nimruz Province,45,0,0,,,2020/4/23
Paktia Province,18,0,0,,,2020/4/23
Panjshir Province,2,0,0,,,2020/4/23
Parwan Province,3,0,0,,,2020/4/23
Samangan Province,8,0,0,,,2020/4/23
Sar-e Pol Province,1,0,0,,,2020/4/23
Takhar Province,7,1,0,,,2020/4/23
Urozgan Province,1,0,0,,,2020/4/23
Wardak Province,6,0,0,,,2020/4/23
Zabul Province,5,0,0,,,2020/4/23
Badakhshan Province,1,0,0,,,2020/4/22
Badghis Province,2,0,0,,,2020/4/22
Baghlan Province,10,0,0,,,2020/4/22
Balkh Province,47,6,2,,,2020/4/22
Bamyan Province,7,0,0,,,2020/4/22
Daykundi Province,7,1,0,,,2020/4/22
Farah Province,7,0,0,,,2020/4/22
Faryab Province,5,0,0,,,2020/4/22
Ghazni Province,12,0,0,,,2020/4/22
Ghor Province,4,0,1,,,2020/4/22
Helmand Province,13,0,0,,,2020/4/22
Herat Province,326,4,48,,,2020/4/22
Jowzjan Province,1,1,0,,,2020/4/22
Kabul Province,410,9,11,,,2020/4/22
Kandahar Province,108,1,1,,,2020/4/22
Kapisa Province,6,0,0,,,2020/4/22
Kunar Province,16,0,0,,,2020/4/22
Kunduz Province,9,0,0,,,2020/4/22
Laghman Province,19,0,0,,,2020/4/22
Logar Province,11,0,0,,,2020/4/22
Nangarhar Province,21,2,0,,,2020/4/22
Nimruz Province,35,0,0,,,2020/4/22
Paktia Province,18,0,0,,,2020/4/22
Parwan Province,2,0,0,,,2020/4/22
Samangan Province,8,0,0,,,2020/4/22
Sar-e Pol Province,1,0,0,,,2020/4/22
Takhar Province,6,1,0,,,2020/4/22
Urozgan Province,1,0,0,,,2020/4/22
Wardak Province,6,0,0,,,2020/4/22
Zabul Province,3,0,0,,,2020/4/22
Badakhshan Province,1,0,0,,,2020/4/21
Badghis Province,2,0,0,,,2020/4/21
Baghlan Province,10,0,0,,,2020/4/21
Balkh Province,47,6,2,,,2020/4/21
Bamyan Province,6,0,0,,,2020/4/21
Daykundi Province,7,1,0,,,2020/4/21
Farah Province,6,0,0,,,2020/4/21
Faryab Province,5,0,0,,,2020/4/21
Ghazni Province,10,0,0,,,2020/4/21
Ghor Province,4,0,1,,,2020/4/21
Helmand Province,13,0,0,,,2020/4/21
Herat Province,323,4,48,,,2020/4/21
Jowzjan Province,1,1,0,,,2020/4/21
Kabul Province,382,9,11,,,2020/4/21
Kandahar Province,108,1,1,,,2020/4/21
Kapisa Province,2,0,0,,,2020/4/21
Kunar Province,13,0,0,,,2020/4/21
Kunduz Province,9,0,0,,,2020/4/21
Laghman Province,18,0,0,,,2020/4/21
Logar Province,11,0,0,,,2020/4/21
Nangarhar Province,15,2,0,,,2020/4/21
Nimruz Province,35,0,0,,,2020/4/21
Paktia Province,17,0,0,,,2020/4/21
Parwan Province,1,0,0,,,2020/4/21
Samangan Province,8,0,0,,,2020/4/21
Sar-e Pol Province,1,0,0,,,2020/4/21
Takhar Province,6,1,0,,,2020/4/21
Urozgan Province,1,0,0,,,2020/4/21
Wardak Province,6,0,0,,,2020/4/21
Zabul Province,3,0,0,,,2020/4/21
Badakhshan Province,1,0,0,,,2020/4/19
Badghis Province,2,0,0,,,2020/4/19
Baghlan Province,6,0,0,,,2020/4/19
Balkh Province,47,6,2,,,2020/4/19
Bamyan Province,6,0,0,,,2020/4/19
Daykundi Province,7,1,0,,,2020/4/19
Farah Province,6,0,0,,,2020/4/19
Faryab Province,5,0,0,,,2020/4/19
Ghazni Province,10,0,0,,,2020/4/19
Ghor Province,4,0,1,,,2020/4/19
Helmand Province,13,0,0,,,2020/4/19
Herat Province,317,4,48,,,2020/4/19
Jowzjan Province,1,0,0,,,2020/4/19
Kabul Province,315,6,11,,,2020/4/19
Kandahar Province,108,0,1,,,2020/4/19
Kapisa Province,2,0,0,,,2020/4/19
Kunar Province,9,0,0,,,2020/4/19
Kunduz Province,9,0,0,,,2020/4/19
Laghman Province,4,0,0,,,2020/4/19
Logar Province,11,0,0,,,2020/4/19
Nangarhar Province,10,2,0,,,2020/4/19
Nimruz Province,35,0,0,,,2020/4/19
Paktia Province,16,0,0,,,2020/4/19
Parwan Province,1,0,0,,,2020/4/19
Samangan Province,8,0,0,,,2020/4/19
Sar-e Pol Province,1,0,0,,,2020/4/19
Takhar Province,6,1,0,,,2020/4/19
Urozgan Province,1,0,0,,,2020/4/19
Wardak Province,6,0,0,,,2020/4/19
Zabul Province,3,0,0,,,2020/4/19
Badakhshan Province,1,0,0,,,2020/4/18
Badghis Province,2,0,0,,,2020/4/18
Baghlan Province,3,0,0,,,2020/4/18
Balkh Province,31,6,2,,,2020/4/18
Bamyan Province,6,0,0,,,2020/4/18
Daykundi Province,7,1,0,,,2020/4/18
Farah Province,6,0,0,,,2020/4/18
Faryab Province,4,0,0,,,2020/4/18
Ghazni Province,10,0,0,,,2020/4/18
Ghor Province,4,0,1,,,2020/4/18
Helmand Province,13,0,0,,,2020/4/18
Herat Province,313,4,48,,,2020/4/18
Kabul Province,315,6,11,,,2020/4/18
Kandahar Province,108,0,1,,,2020/4/18
Kapisa Province,2,0,0,,,2020/4/18
Kunar Province,3,0,0,,,2020/4/18
Kunduz Province,9,0,0,,,2020/4/18
Laghman Province,3,0,0,,,2020/4/18
Logar Province,11,0,0,,,2020/4/18
Nangarhar Province,10,2,0,,,2020/4/18
Nimruz Province,35,0,0,,,2020/4/18
Paktia Province,16,0,0,,,2020/4/18
Parwan Province,1,0,0,,,2020/4/18
Samangan Province,8,0,0,,,2020/4/18
Sar-e Pol Province,1,0,0,,,2020/4/18
Takhar Province,6,1,0,,,2020/4/18
Urozgan Province,1,0,0,,,2020/4/18
Wardak Province,6,0,0,,,2020/4/18
Zabul Province,3,0,0,,,2020/4/18
Badakhshan Province,1,0,0,,,2020/4/17
Badghis Province,2,0,0,,,2020/4/17
Baghlan Province,3,0,0,,,2020/4/17
Balkh Province,31,5,2,,,2020/4/17
Bamyan Province,5,0,0,,,2020/4/17
Daykundi Province,6,1,0,,,2020/4/17
Farah Province,6,0,0,,,2020/4/17
Faryab Province,4,0,0,,,2020/4/17
Ghazni Province,10,0,0,,,2020/4/17
Ghor Province,4,0,1,,,2020/4/17
Helmand Province,13,0,0,,,2020/4/17
Herat Province,311,4,48,,,2020/4/17
Kabul Province,272,6,11,,,2020/4/17
Kandahar Province,108,0,1,,,2020/4/17
Kapisa Province,2,0,0,,,2020/4/17
Kunar Province,3,0,0,,,2020/4/17
Kunduz Province,9,0,0,,,2020/4/17
Laghman Province,3,0,0,,,2020/4/17
Logar Province,7,0,0,,,2020/4/17
Nangarhar Province,10,2,0,,,2020/4/17
Nimruz Province,35,0,0,,,2020/4/17
Paktia Province,9,0,0,,,2020/4/17
Parwan Province,1,0,0,,,2020/4/17
Samangan Province,8,0,0,,,2020/4/17
Sar-e Pol Province,1,0,0,,,2020/4/17
Takhar Province,6,1,0,,,2020/4/17
Urozgan Province,1,0,0,,,2020/4/17
Wardak Province,6,0,0,,,2020/4/17
Zabul Province,3,0,0,,,2020/4/17
Badakhshan Province,1,0,0,,,2020/4/16
Badghis Province,2,0,0,,,2020/4/16
Baghlan Province,3,0,0,,,2020/4/16
Balkh Province,25,4,1,,,2020/4/16
Bamyan Province,5,0,0,,,2020/4/16
Daykundi Province,6,1,0,,,2020/4/16
Farah Province,6,0,0,,,2020/4/16
Faryab Province,4,0,0,,,2020/4/16
Ghazni Province,10,0,0,,,2020/4/16
Ghor Province,4,0,0,,,2020/4/16
Helmand Province,9,0,0,,,2020/4/16
Herat Province,306,4,5,,,2020/4/16
Kabul Province,209,6,11,,,2020/4/16
Kandahar Province,93,0,0,,,2020/4/16
Kapisa Province,2,0,0,,,2020/4/16
Kunar Province,2,0,0,,,2020/4/16
Kunduz Province,4,0,0,,,2020/4/16
Logar Province,7,0,0,,,2020/4/16
Nangarhar Province,9,2,0,,,2020/4/16
Nimruz Province,35,0,0,,,2020/4/16
Paktia Province,9,0,0,,,2020/4/16
Parwan Province,1,0,0,,,2020/4/16
Samangan Province,8,0,0,,,2020/4/16
Sar-e Pol Province,1,0,0,,,2020/4/16
Takhar Province,6,1,0,,,2020/4/16
Urozgan Province,1,0,0,,,2020/4/16
Wardak Province,6,0,0,,,2020/4/16
Zabul Province,3,0,0,,,2020/4/16
Balkh Province,25,4,1,,,2020/4/14
Bamyan Province,5,0,0,,,2020/4/14
Daykundi Province,6,1,0,,,2020/4/14
Farah Province,6,0,0,,,2020/4/14
Faryab Province,3,0,0,,,2020/4/14
Ghazni Province,7,0,0,,,2020/4/14
Ghor Province,4,0,0,,,2020/4/14
Helmand Province,9,0,0,,,2020/4/14
Herat Province,284,4,5,,,2020/4/14
Kabul Province,164,5,0,,,2020/4/14
Kandahar Province,90,0,0,,,2020/4/14
Kapisa Province,2,0,0,,,2020/4/14
Kunduz Province,4,0,0,,,2020/4/14
Logar Province,7,0,0,,,2020/4/14
Nangarhar Province,7,2,0,,,2020/4/14
Nimruz Province,33,0,0,,,2020/4/14
Paktia Province,9,0,0,,,2020/4/14
Parwan Province,1,0,0,,,2020/4/14
Samangan Province,8,0,0,,,2020/4/14
Sar-e Pol Province,1,0,0,,,2020/4/14
Takhar Province,6,1,0,,,2020/4/14
Wardak Province,4,0,0,,,2020/4/14
Zabul Province,3,0,0,,,2020/4/14
Badghis Province,2,0,0,,,2020/4/13
Baghlan Province,2,0,0,,,2020/4/13
Balkh Province,19,4,1,,,2020/4/13
Bamyan Province,5,0,0,,,2020/4/13
Daykundi Province,6,1,0,,,2020/4/13
Farah Province,6,0,0,,,2020/4/13
Faryab Province,3,0,0,,,2020/4/13
Ghazni Province,3,0,0,,,2020/4/13
Ghor Province,4,0,0,,,2020/4/13
Helmand Province,9,0,0,,,2020/4/13
Herat Province,280,4,5,,,2020/4/13
Kabul Province,146,5,0,,,2020/4/13
Kandahar Province,75,0,0,,,2020/4/13
Kapisa Province,2,0,0,,,2020/4/13
Kunduz Province,4,0,0,,,2020/4/13
Logar Province,7,0,0,,,2020/4/13
Nangarhar Province,5,2,0,,,2020/4/13
Nimruz Province,33,0,0,,,2020/4/13
Paktia Province,9,0,0,,,2020/4/13
Parwan Province,1,0,0,,,2020/4/13
Samangan Province,8,0,0,,,2020/4/13
Sar-e Pol Province,1,0,0,,,2020/4/13
Takhar Province,6,1,0,,,2020/4/13
Wardak Province,4,0,0,,,2020/4/13
Zabul Province,3,0,0,,,2020/4/13
Badghis Province,2,0,0,,,2020/4/12
Baghlan Province,2,0,0,,,2020/4/12
Balkh Province,19,4,1,,,2020/4/12
Bamyan Province,5,0,0,,,2020/4/12
Daykundi Province,6,1,0,,,2020/4/12
Farah Province,6,0,0,,,2020/4/12
Faryab Province,3,0,0,,,2020/4/12
Ghazni Province,3,0,0,,,2020/4/12
Ghor Province,4,0,0,,,2020/4/12
Helmand Province,1,0,0,,,2020/4/12
Herat Province,280,4,5,,,2020/4/12
Kabul Province,133,5,0,,,2020/4/12
Kandahar Province,45,0,0,,,2020/4/12
Kapisa Province,2,0,0,,,2020/4/12
Kunduz Province,3,0,0,,,2020/4/12
Logar Province,7,0,0,,,2020/4/12
Nangarhar Province,5,2,0,,,2020/4/12
Nimruz Province,27,0,0,,,2020/4/12
Paktia Province,9,0,0,,,2020/4/12
Parwan Province,1,0,0,,,2020/4/12
Samangan Province,8,0,0,,,2020/4/12
Sar-e Pol Province,1,0,0,,,2020/4/12
Takhar Province,3,1,0,,,2020/4/12
Wardak Province,4,0,0,,,2020/4/12
Zabul Province,3,0,0,,,2020/4/12
Badakhshan Province,1,0,0,,,2020/4/11
Badghis Province,1,0,0,,,2020/4/11
Baghlan Province,1,0,0,,,2020/4/11
Balkh Province,13,4,1,,,2020/4/11
Bamyan Province,3,0,0,,,2020/4/11
Daykundi Province,6,1,0,,,2020/4/11
Farah Province,6,0,0,,,2020/4/11
Faryab Province,3,0,0,,,2020/4/11
Ghazni Province,3,0,0,,,2020/4/11
Ghor Province,3,0,0,,,2020/4/11
Helmand Province,,0,0,,,2020/4/11
Herat Province,265,4,5,,,2020/4/11
Kabul Province,97,3,0,,,2020/4/11
Kandahar Province,32,0,0,,,2020/4/11
Kapisa Province,2,0,0,,,2020/4/11
Kunduz Province,3,0,0,,,2020/4/11
Logar Province,7,0,0,,,2020/4/11
Nangarhar Province,4,2,0,,,2020/4/11
Nimruz Province,23,0,0,,,2020/4/11
Paktia Province,8,0,0,,,2020/4/11
Parwan Province,1,0,0,,,2020/4/11
Samangan Province,8,0,0,,,2020/4/11
Sar-e Pol Province,1,0,0,,,2020/4/11
Takhar Province,3,1,0,,,2020/4/11
Wardak Province,,0,0,,,2020/4/11
Zabul Province,3,0,0,,,2020/4/11
Badakhshan Province,1,0,0,,,2020/4/9
Badghis Province,1,0,0,,,2020/4/9
Baghlan Province,1,0,0,,,2020/4/9
Balkh Province,13,4,1,,,2020/4/9
Bamyan Province,2,0,0,,,2020/4/9
Daykundi Province,4,1,0,,,2020/4/9
Farah Province,6,0,0,,,2020/4/9
Faryab Province,3,0,0,,,2020/4/9
Ghazni Province,3,0,0,,,2020/4/9
Ghor Province,3,0,0,,,2020/4/9
Helmand Province,,0,0,,,2020/4/9
Herat Province,257,4,5,,,2020/4/9
Kabul Province,81,3,0,,,2020/4/9
Kandahar Province,30,0,0,,,2020/4/9
Kapisa Province,2,0,0,,,2020/4/9
Kunduz Province,3,0,0,,,2020/4/9
Logar Province,5,0,0,,,2020/4/9
Nangarhar Province,4,2,0,,,2020/4/9
Nimruz Province,23,0,0,,,2020/4/9
Paktia Province,8,0,0,,,2020/4/9
Samangan Province,8,0,0,,,2020/4/9
Sar-e Pol Province,1,0,0,,,2020/4/9
Takhar Province,1,1,0,,,2020/4/9
Wardak Province,,0,0,,,2020/4/9
Zabul Province,3,0,0,,,2020/4/9
Badakhshan Province,1,0,0,,,2020/4/8
Badghis Province,1,0,0,,,2020/4/8
Baghlan Province,1,0,0,,,2020/4/8
Balkh Province,11,1,1,,,2020/4/8
Daykundi Province,4,0,0,,,2020/4/8
Farah Province,6,0,0,,,2020/4/8
Faryab Province,3,0,0,,,2020/4/8
Ghazni Province,3,0,0,,,2020/4/8
Ghor Province,3,0,0,,,2020/4/8
Herat Province,259,4,5,,,2020/4/8
Kabul Province,71,2,0,,,2020/4/8
Kandahar Province,23,0,0,,,2020/4/8
Kapisa Province,2,0,0,,,2020/4/8
Kunduz Province,3,0,0,,,2020/4/8
Logar Province,4,0,0,,,2020/4/8
Nangarhar Province,4,0,0,,,2020/4/8
Nimruz Province,9,0,0,,,2020/4/8
Paktia Province,4,0,0,,,2020/4/8
Samangan Province,8,0,0,,,2020/4/8
Sar-e Pol Province,1,0,0,,,2020/4/8
Takhar Province,1,0,0,,,2020/4/8
Zabul Province,3,0,0,,,2020/4/8
Badakhshan Province,1,0,0,,,2020/4/7
Badghis Province,1,0,0,,,2020/4/7
Baghlan Province,1,0,0,,,2020/4/7
Balkh Province,11,1,1,,,2020/4/7
Daykundi Province,4,0,0,,,2020/4/7
Farah Province,6,0,0,,,2020/4/7
Faryab Province,3,0,0,,,2020/4/7
Ghazni Province,3,0,0,,,2020/4/7
Ghor Province,3,0,0,,,2020/4/7
Herat Province,259,4,5,,,2020/4/7
Kabul Province,71,1,0,,,2020/4/7
Kandahar Province,21,0,0,,,2020/4/7
Kapisa Province,2,0,0,,,2020/4/7
Kunduz Province,3,0,0,,,2020/4/7
Logar Province,4,0,0,,,2020/4/7
Nangarhar Province,4,0,0,,,2020/4/7
Nimruz Province,9,0,0,,,2020/4/7
Paktia Province,4,0,0,,,2020/4/7
Samangan Province,8,0,0,,,2020/4/7
Sar-e Pol Province,1,0,0,,,2020/4/7
Takhar Province,1,0,0,,,2020/4/7
Zabul Province,3,0,0,,,2020/4/7
Badakhshan Province,1,0,0,,,2020/4/6
Badghis Province,1,0,0,,,2020/4/6
Baghlan Province,1,0,0,,,2020/4/6
Balkh Province,6,1,1,,,2020/4/6
Daykundi Province,4,0,0,,,2020/4/6
Farah Province,6,0,0,,,2020/4/6
Faryab Province,3,0,0,,,2020/4/6
Ghazni Province,3,0,0,,,2020/4/6
Ghor Province,3,0,0,,,2020/4/6
Herat Province,232,4,5,,,2020/4/6
Kabul Province,59,0,0,,,2020/4/6
Kandahar Province,11,0,0,,,2020/4/6
Kapisa Province,2,0,0,,,2020/4/6
Kunduz Province,3,0,0,,,2020/4/6
Logar Province,4,0,0,,,2020/4/6
Nangarhar Province,2,0,0,,,2020/4/6
Nimruz Province,9,0,0,,,2020/4/6
Paktia Province,4,0,0,,,2020/4/6
Samangan Province,8,0,0,,,2020/4/6
Sar-e Pol Province,1,0,0,,,2020/4/6
Takhar Province,1,0,0,,,2020/4/6
Zabul Province,3,0,0,,,2020/4/6
Badakhshan Province,1,0,0,,,2020/4/5
Badghis Province,1,0,0,,,2020/4/5
Baghlan Province,1,0,0,,,2020/4/5
Balkh Province,6,1,1,,,2020/4/5
Daykundi Province,4,0,0,,,2020/4/5
Farah Province,6,0,0,,,2020/4/5
Faryab Province,3,0,0,,,2020/4/5
Ghazni Province,3,0,0,,,2020/4/5
Ghor Province,3,0,0,,,2020/4/5
Herat Province,232,4,5,,,2020/4/5
Kabul Province,59,0,0,,,2020/4/5
Kandahar Province,11,0,0,,,2020/4/5
Kapisa Province,2,0,0,,,2020/4/5
Kunduz Province,3,0,0,,,2020/4/5
Logar Province,4,0,0,,,2020/4/5
Nangarhar Province,2,0,0,,,2020/4/5
Nimruz Province,9,0,0,,,2020/4/5
Paktia Province,4,0,0,,,2020/4/5
Samangan Province,8,0,0,,,2020/4/5
Sar-e Pol Province,1,0,0,,,2020/4/5
Takhar Province,1,0,0,,,2020/4/5
Zabul Province,3,0,0,,,2020/4/5
Badakhshan Province,1,0,0,,,2020/4/4
Badghis Province,1,0,0,,,2020/4/4
Baghlan Province,1,0,0,,,2020/4/4
Balkh Province,4,1,1,,,2020/4/4
Daykundi Province,3,0,0,,,2020/4/4
Farah Province,6,0,0,,,2020/4/4
Faryab Province,1,0,0,,,2020/4/4
Ghazni Province,3,0,0,,,2020/4/4
Ghor Province,3,0,0,,,2020/4/4
Herat Province,206,4,5,,,2020/4/4
Kabul Province,43,0,0,,,2020/4/4
Kandahar Province,3,0,0,,,2020/4/4
Kapisa Province,1,0,0,,,2020/4/4
Kunduz Province,1,0,0,,,2020/4/4
Logar Province,4,0,0,,,2020/4/4
Nangarhar Province,2,0,0,,,2020/4/4
Nimruz Province,6,0,0,,,2020/4/4
Paktia Province,1,0,0,,,2020/4/4
Samangan Province,6,0,0,,,2020/4/4
Sar-e Pol Province,1,0,0,,,2020/4/4
Zabul Province,2,0,0,,,2020/4/4
Badakhshan Province,1,0,0,,,2020/4/3
Badghis Province,1,0,0,,,2020/4/3
Baghlan Province,1,0,0,,,2020/4/3
Balkh Province,3,1,0,,,2020/4/3
Daykundi Province,3,0,0,,,2020/4/3
Farah Province,6,0,0,,,2020/4/3
Ghazni Province,2,0,0,,,2020/4/3
Ghor Province,3,0,0,,,2020/4/3
Herat Province,204,4,1,,,2020/4/3
Kabul Province,32,0,0,,,2020/4/3
Kandahar Province,3,0,0,,,2020/4/3
Kapisa Province,1,0,0,,,2020/4/3
Logar Province,3,0,0,,,2020/4/3
Nangarhar Province,2,0,0,,,2020/4/3
Nimruz Province,6,0,0,,,2020/4/3
Paktia Province,1,0,0,,,2020/4/3
Samangan Province,4,0,0,,,2020/4/3
Sar-e Pol Province,1,0,0,,,2020/4/3
Zabul Province,2,0,0,,,2020/4/3
Badakhshan Province,1,0,0,,,2020/4/1
Badghis Province,1,0,0,,,2020/4/1
Baghlan Province,1,0,0,,,2020/4/1
Balkh Province,3,1,0,,,2020/4/1
Daykundi Province,3,0,0,,,2020/4/1
Farah Province,6,0,0,,,2020/4/1
Ghazni Province,2,0,0,,,2020/4/1
Ghor Province,2,0,0,,,2020/4/1
Herat Province,184,4,1,,,2020/4/1
Kabul Province,23,0,0,,,2020/4/1
Kandahar Province,3,0,0,,,2020/4/1
Kapisa Province,1,0,0,,,2020/4/1
Logar Province,3,0,0,,,2020/4/1
Nangarhar Province,1,0,0,,,2020/4/1
Nimruz Province,5,0,0,,,2020/4/1
Paktia Province,1,0,0,,,2020/4/1
Samangan Province,4,0,0,,,2020/4/1
Sar-e Pol Province,1,0,0,,,2020/4/1
Zabul Province,2,0,0,,,2020/4/1
Badakhshan Province,1,0,0,,,2020/3/31
Badghis Province,1,0,0,,,2020/3/31
Baghlan Province,1,0,0,,,2020/3/31
Balkh Province,3,1,0,,,2020/3/31
Daykundi Province,2,0,0,,,2020/3/31
Farah Province,6,0,0,,,2020/3/31
Ghazni Province,2,0,0,,,2020/3/31
Ghor Province,2,0,0,,,2020/3/31
Herat Province,143,3,1,,,2020/3/31
Kabul Province,16,0,0,,,2020/3/31
Kandahar Province,3,0,0,,,2020/3/31
Kapisa Province,1,0,0,,,2020/3/31
Logar Province,3,0,0,,,2020/3/31
Nangarhar Province,1,0,0,,,2020/3/31
Nimruz Province,5,0,0,,,2020/3/31
Paktia Province,1,0,0,,,2020/3/31
Samangan Province,4,0,0,,,2020/3/31
Sar-e Pol Province,1,0,0,,,2020/3/31
Zabul Province,2,0,0,,,2020/3/31
Badghis Province,1,0,0,1,,2020/3/27
Balkh Province,2,1,0,1,,2020/3/27
Daykundi Province,1,0,0,1,,2020/3/27
Farah Province,5,0,0,5,,2020/3/27
Ghazni Province,1,0,0,1,,2020/3/27
Ghor Province,2,0,0,2,,2020/3/27
Herat Province,72,3,1,68,,2020/3/27
Kabul Province,7,0,0,7,,2020/3/27
Kandahar Province,1,0,0,1,,2020/3/27
Kapisa Province,1,0,0,1,,2020/3/27
Logar Province,3,0,0,3,,2020/3/27
Nimruz Province,3,0,0,3,,2020/3/27
Samangan Province,4,0,0,4,,2020/3/27
Zabul Province,2,0,0,2,,2020/3/27
Badghis Province,1,0,0,1,,2020/3/25
Balkh Province,2,1,0,1,,2020/3/25
Daykundi Province,1,0,0,1,,2020/3/25
Farah Province,2,0,0,2,,2020/3/25
Ghazni Province,1,0,0,1,,2020/3/25
Ghor Province,1,0,0,1,,2020/3/25
Herat Province,61,3,1,57,,2020/3/25
Kabul Province,7,0,0,7,,2020/3/25
Kandahar Province,1,0,0,1,,2020/3/25
Kapisa Province,1,0,0,1,,2020/3/25
Logar Province,3,0,0,3,,2020/3/25
Nimruz Province,3,0,0,3,,2020/3/25
Samangan Province,4,0,0,4,,2020/3/25
Zabul Province,2,0,0,2,,2020/3/25
Badghis Province,1,0,0,1,,2020/3/24
Balkh Province,2,1,0,1,,2020/3/24
Daykundi Province,1,0,0,1,,2020/3/24
Farah Province,2,0,0,2,,2020/3/24
Ghazni Province,1,0,0,1,,2020/3/24
Ghor Province,1,0,0,1,,2020/3/24
Herat Province,54,1,1,53,,2020/3/24
Kabul Province,2,0,0,2,,2020/3/24
Kandahar Province,1,0,0,1,,2020/3/24
Kapisa Province,1,0,0,1,,2020/3/24
Logar Province,2,0,0,2,,2020/3/24
Samangan Province,4,0,0,4,,2020/3/24
Zabul Province,2,0,0,2,,2020/3/24
Badghis Province,1,0,0,1,,2020/3/23
Balkh Province,2,1,0,1,,2020/3/23
Daykundi Province,1,0,0,1,,2020/3/23
Farah Province,2,0,0,2,,2020/3/23
Ghazni Province,1,0,0,1,,2020/3/23
Ghor Province,1,0,0,1,,2020/3/23
Herat Province,22,0,1,21,,2020/3/23
Kabul Province,2,0,0,2,,2020/3/23
Kandahar Province,1,0,0,1,,2020/3/23
Kapisa Province,1,0,0,1,,2020/3/23
Logar Province,2,0,0,2,,2020/3/23
Samangan Province,4,0,0,4,,2020/3/23
Zabul Province,2,0,0,2,,2020/3/23
Badghis Province,1,0,0,1,,2020/3/22
Balkh Province,2,1,0,1,,2020/3/22
Daykundi Province,1,0,0,1,,2020/3/22
Farah Province,2,0,0,2,,2020/3/22
Ghazni Province,1,0,0,1,,2020/3/22
Ghor Province,1,0,0,1,,2020/3/22
Herat Province,22,0,1,21,,2020/3/22
Kabul Province,2,0,0,2,,2020/3/22
Kandahar Province,1,0,0,1,,2020/3/22
Kapisa Province,1,0,0,1,,2020/3/22
Logar Province,1,0,0,1,,2020/3/22
Samangan Province,3,0,0,3,,2020/3/22
Zabul Province,2,0,0,2,,2020/3/22
